1 Hz,,,
0,31.95,81.9,0
0.061752,44.12,81.9,0
0.126972,61.68,81.9,0
0.189416,25.28,81.9,0
0.252004,54.98,81.9,0
0.312996,47.1,81.9,0
0.377076,27.67,81.9,0
0.439968,64.47,81.9,0
0.499712,31.95,81.9,0
0.561424,44.12,81.9,0
0.624232,59.3,81.9,0
0.689596,25.53,81.9,0
0.7489,58.99,81.9,0
0.81148,45.86,81.9,0
0.8747,29.84,81.9,0
0.937548,64.89,81.9,0
1.000144,31.95,81.9,0
1.063484,41.64,81.9,0
1.1239,59.3,81.9,0
1.189216,25.53,81.9,0
1.25104,57.09,81.9,0
1.31158,45.86,81.9,0
1.37482,29.86,81.9,0
1.436436,65,81.9,0
1.501152,32.92,81.9,0
1.56418,41.63,81.9,0
1.624196,60.15,81.9,0
1.687056,25.02,81.9,0
1.74968,58.06,81.9,0
1.812252,45.86,81.9,0
1.87432,29.86,81.9,0
1.939696,64.47,81.9,0
2.00152,33.94,81.9,0
2.063732,41.63,81.9,0
2.126208,61.66,81.9,0
2.191144,25.86,81.9,0
2.251724,56.04,81.9,0
2.315548,50.78,81.9,0
2.374736,29.86,81.9,0
2.438896,64.71,81.9,0
2.499896,31.95,81.9,0
2.563684,41.63,81.9,0
2.626124,60.94,81.9,0
2.68992,25.53,81.9,0
2.752584,54.97,81.9,0
2.813964,48.35,81.9,0
2.87564,29.05,81.9,0
2.937344,64.89,81.9,0
3.002888,35.01,81.9,0
3.06552,39.23,81.9,0
3.126772,61.66,81.9,0
3.190096,25.86,81.9,0
3.253148,54.97,81.9,0
3.314528,49.58,81.9,0
3.376556,28.33,81.9,0
3.43824,64.89,81.9,0
3.500896,32.93,81.9,0
3.56352,42.86,81.9,0
3.62602,61.66,81.9,0
3.690988,25.86,81.9,0
3.750336,57.09,81.9,0
3.815356,49.58,81.9,0
3.877048,27.67,81.9,0
3.93956,64.47,81.9,0
4.003016,36.11,81.9,0
4.06396,41.63,81.9,0
4.127652,62.32,81.9,0
4.19182,26.26,81.9,0
4.253584,53.87,81.9,0
4.314552,49.58,81.9,0
4.375396,29.86,81.9,0
4.438348,64.72,81.9,0
4.502692,35.01,81.9,0
4.564892,40.44,81.9,0
4.62776,62.32,81.9,0
4.690716,25.86,81.9,0
4.753392,55,81.9,0
4.813576,48.36,81.9,0
4.878096,27.67,81.9,0
4.941068,63.75,81.9,0
5.001676,33.95,81.9,0
5.065112,39.23,81.9,0
5.12924,62.92,81.9,0
5.190548,25.53,81.9,0
5.25404,53.86,81.9,0
5.3146,49.58,81.9,0
5.377428,27.66,81.9,0
5.439116,64.72,81.9,0
5.500964,32.9,81.9,0
5.567192,38.04,81.9,0
5.62846,62.92,81.9,0
5.690972,25.85,81.9,0
5.75276,55,81.9,0
5.815328,49.55,81.9,0
5.879024,26.56,81.9,0
5.941992,63.75,81.9,0
6.000956,32.91,81.9,0
6.064808,40.43,81.9,0
6.128076,62.33,81.9,0
6.190624,25.85,81.9,0
6.251668,56.06,81.9,0
6.317504,53.14,81.9,0
6.377524,27.66,81.9,0
6.442508,63.27,81.9,0
6.505116,37.26,81.9,0
6.563644,41.65,81.9,0
6.62772,62.33,81.9,0
6.691452,26.26,81.9,0
6.753292,55,81.9,0
6.816728,51.98,81.9,0
6.878796,27.07,81.9,0
6.942128,63.27,81.9,0
7.003936,36.12,81.9,0
7.06692,38.04,81.9,0
