60 to 30,,,,,,,,,,,
0,60,60.6,-0.21,0,60,57.45,0.29,0,60,59.85,0.03
0.062616,60,60.6,-0.21,0.061392,60,57.45,0.29,0.061688,60,59.85,0.03
0.123784,60,60.6,-0.21,0.125736,60,57.45,0.29,0.124616,60,59.85,0.04
0.186576,30,60.6,-3,0.187624,30,57.45,-3,0.193876,30,59.85,-3
0.249132,30,60.45,-2,0.250776,30,57,-1.43,0.248612,30,59.7,-1.76
0.3114,30,59.7,-1.74,0.311384,30,55.8,-1.13,0.312828,30,58.5,-1.51
0.373464,30,58.2,-1.55,0.374472,30,52.95,-0.62,0.375416,30,55.8,-0.94
0.438668,30,55.95,-1.23,0.438824,30,47.85,0.07,0.43604,30,51.6,-0.41
0.498612,30,52.95,-0.94,0.498848,30,41.55,0.65,0.499752,30,45.75,0.25
0.561616,30,48.9,-0.6,0.56214,30,34.8,1,0.561012,30,39.45,0.57
0.6251,30,44.1,-0.12,0.62396,30,29.1,1.04,0.624372,30,33.45,0.81
0.686356,30,39.3,0.21,0.686296,30,25.5,0.96,0.688252,30,28.95,0.63
0.751056,30,34.35,0.43,0.748176,30,24.6,0.47,0.75104,30,27.15,0.32
0.812308,30,30.15,0.54,0.813284,30,26.25,-0.14,0.812636,30,27.75,-0.03
0.876448,30,26.85,0.44,0.873496,30,29.1,-0.46,0.875992,30,30.6,-0.69
0.93854,30,25.05,0.26,0.936556,30,32.7,-0.72,0.937432,30,34.35,-1.09
0.997828,30,24.75,0.11,0.999672,30,35.7,-0.7,0.999628,30,38.25,-1.17
1.060576,30,25.8,-0.18,1.061984,30,37.5,-0.52,1.061576,30,41.1,-1.08
1.125664,30,27.9,-0.58,1.125368,30,37.35,-0.23,1.125352,30,42.45,-0.88
1.187656,30,30.6,-0.71,1.186604,30,36,-0.01,1.187896,30,41.7,-0.45
1.249608,30,33.6,-0.92,1.247744,30,34.05,0.2,1.247412,30,39.45,-0.04
1.312064,30,36.45,-1.07,1.3121,30,31.8,0.37,1.3105,30,36.15,0.29
1.37352,30,38.7,-1.08,1.374924,30,29.85,0.31,1.375032,30,32.4,0.37
1.435576,30,40.05,-0.95,1.435136,30,28.95,0.35,1.43654,30,29.55,0.56
1.4998,30,40.2,-0.75,1.499632,30,29.1,0.11,1.497724,30,28.05,0.25
1.560856,30,39.45,-0.53,1.562552,30,29.85,-0.01,1.560624,30,28.2,0.02
1.623856,30,38.1,-0.52,1.62344,30,30.45,-0.02,1.624316,30,29.85,-0.43
1.688104,30,36.15,-0.2,1.688452,30,30.6,0.07,1.687644,30,32.55,-0.71
1.750192,30,34.05,0.02,1.74744,30,30.45,0.09,1.747892,30,35.4,-0.89
1.812164,30,31.95,0.14,1.809788,30,30.3,0.09,1.812212,30,37.65,-0.83
1.876668,30,30.15,-0.04,1.872788,30,30.3,0.09,1.87276,30,38.7,-0.62
1.936428,30,28.95,0.06,1.934664,30,30.3,0.09,1.934252,30,38.55,-0.38
1.999452,30,28.5,-0.12,1.999876,30,30.3,0.09,2.009268,30,36.75,-0.09
2.064628,30,28.65,-0.19,2.061488,30,30.3,0.09,2.06016,30,34.95,0.17
2.12454,30,29.4,-0.39,2.123576,30,30.3,0.09,2.122412,30,32.7,0.18
2.187444,30,30.3,-0.46,2.18452,30,30.3,0.09,2.18528,30,30.9,0.21
2.248912,30,31.35,-0.43,2.247848,30,30.3,0.09,2.249572,30,30,0.08
2.31388,30,32.25,-0.49,2.310944,30,30.3,0.09,2.31118,30,30.3,-0.09
2.374,30,33.15,-0.6,2.372712,30,30.3,0.09,2.3726,30,31.35,-0.26
2.43636,30,33.75,-0.48,2.434852,30,30.3,0.09,2.433932,30,32.85,-0.39
2.499328,30,33.9,-0.47,2.50002,30,30.3,0.09,2.496564,30,34.5,-0.6
2.563516,30,33.75,-0.45,2.560356,30,30.3,0.09,2.560268,30,35.55,-0.52
2.624952,30,33.45,-0.38,2.624272,30,30.3,0.09,2.622136,30,36,-0.4
2.687852,30,33.15,-0.33,2.684884,30,30.3,0.09,2.68526,30,35.7,-0.28
2.7497,30,33,-0.4,2.7476,30,30.3,0.09,2.746608,30,34.8,-0.11
2.81152,30,33,-0.41,2.810856,30,30.3,0.09,2.810808,30,33.75,-0.04
2.875404,30,33.15,-0.42,2.872168,30,30.3,0.09,2.873404,30,32.85,-0.1
2.936776,30,33.15,-0.42,2.934884,30,30.3,0.09,2.934064,30,32.4,-0.08
3.001012,30,33.15,-0.42,2.99708,30,30.3,0.09,2.998264,30,32.4,-0.18
3.064348,30,33.15,-0.42,3.0619,30,30.3,0.09,3.058928,30,32.7,-0.34
3.123992,30,33.15,-0.42,3.124376,30,30.3,0.09,3.123864,30,33.15,-0.38
3.189088,30,33.15,-0.42,3.184408,30,30.3,0.09,3.187256,30,33.45,-0.28
3.2506,30,33.15,-0.42,3.249248,30,30.3,0.09,3.248012,30,33.6,-0.25
3.31232,30,33.15,-0.42,3.309284,30,30.3,0.09,3.309428,30,33.6,-0.25
3.374852,30,33.15,-0.42,3.374768,30,30.3,0.09,3.371596,30,33.3,-0.1
3.436564,30,33.15,-0.43,3.437104,30,30.3,0.09,3.433428,30,33.15,-0.15
3.499236,30,33.15,-0.43,3.497152,30,30.3,0.09,3.496504,30,33.15,-0.23
3.562428,30,33.15,-0.43,3.56144,30,30.3,0.09,3.574708,30,33.3,-0.29
3.626228,30,33.15,-0.43,3.623636,30,30.3,0.09,3.62168,30,33.3,-0.24
3.689476,30,33.15,-0.43,3.686168,30,30.3,0.09,3.684608,30,33.3,-0.24
3.750828,30,33.15,-0.43,3.747128,30,30.3,0.09,3.747552,30,33.3,-0.24
3.81282,30,33.15,-0.43,3.80932,30,30.3,0.09,3.809572,30,33.3,-0.24
3.87454,30,33.15,-0.43,3.873656,30,30.3,0.09,3.871592,30,33.3,-0.24
3.938732,30,33.15,-0.43,3.934816,30,30.3,0.09,3.934176,30,33.3,-0.24
4.001288,30,33.15,-0.43,3.997372,30,30.3,0.09,3.995968,30,33.15,-0.21
4.063288,30,33.15,-0.43,4.060244,30,30.3,0.09,4.058096,30,33.15,-0.24
