Harry,,,,Jack,,,,Daniel,,,
Time,Setpoint,Response,Voltage,Time,Setpoint,Response,Voltage,Time,Setpoint,Response,Voltage
,,,,,,,,105788948,45,44.7,-0.07
,,,,,,,,105852760,45,44.85,-0.08
,,,,,,,,105914792,45,44.85,-0.08
,,,,,,,,105978036,45,44.85,-0.08
,,,,,,,,106040052,45,44.85,-0.08
,,,,,,,,106101432,45,44.85,-0.08
,,,,,,,,106165316,45,44.7,0.01
,,,,,,,,106227200,45,44.7,-0.07
,,,,,,,,106289492,45,44.85,-0.09
,,,,,,,,106351596,45,44.85,-0.08
,,,,,,,,106412968,45,44.7,-0.07
,,,,,,,,106476880,45,44.7,-0.07
,,,,,,,,106539232,45,44.85,-0.08
,,,,,,,,106603024,45,44.85,-0.08
,,,,,,,,106663252,45,44.85,-0.08
,,,,,,,,106725264,45,44.85,-0.08
,,,,,,,,106790816,45,44.7,-0.07
,,,,,,,,106850532,45,44.85,-0.08
,,,,,,,,106913740,45,44.85,-0.08
,,,,,,,,106976404,45,44.85,-0.08
,,,,,,,,107038112,45,44.85,-0.08
,,,,,,,,107102116,45,44.85,-0.08
,,,,,,,,107165004,45,44.85,-0.08
,,,,,,,,107228568,45,44.85,-0.08
,,,,,,,,107289996,45,44.85,-0.08
,,,,,,,,107350236,45,44.7,-0.08
,,,,,,,,107414468,45,44.85,-0.11
,,,,,,,,107475032,45,44.85,-0.08
,,,,,,,,107537652,45,44.85,-0.08
,,,,,,,,107600888,45,44.85,-0.08
,,,,,,,,107662664,45,44.85,-0.08
,,,,,,,,107726484,45,44.85,-0.08
,,,,,,,,107790252,45,44.85,-0.08
,,,,,,,,107849580,45,44.85,-0.08
,,,,,,,,107912452,45,44.85,-0.08
,,,,,,,,107975392,45,44.85,-0.08
,,,,,,,,108036768,45,44.85,-0.08
,,,,,,,,108100288,45,44.85,-0.08
,,,,,,,,108162972,45,44.85,-0.08
,,,,,,,,108225684,45,44.85,-0.08
,,,,,,,,108287420,45,44.85,-0.08
,,,,,,,,108350812,45,44.7,-0.07
,,,,,,,,108414932,45,44.85,-0.16
,,,,,,,,108475788,45,44.7,-0.08
,,,,,,,,108538568,45,44.7,-0.07
,,,,,,,,108600588,45,44.85,-0.13
,,,,,,,,108661736,45,44.85,-0.08
,,,,,,,,108726940,45,44.85,-0.08
,,,,,,,,108787784,45,44.85,-0.08
,,,,,,,,108852336,45,44.7,-0.07
,,,,,,,,108912904,45,44.85,-0.1
,,,,,,,,108976068,45,44.85,-0.08
,,,,,,,,109037440,45,44.7,-0.07
,,,,,,,,109101860,45,44.85,-0.08
,,,,,,,,109162416,45,44.85,-0.08
,,,,,,,,109224772,45,44.85,-0.08
,,,,,,,,109285996,45,44.85,-0.08
,,,,,,,,109349780,45,44.85,-0.08
,,,,,,,,109412296,45,44.7,-0.07
,,,,,,,,109474928,45,44.85,-0.08
,,,,,,,,109537600,45,44.85,-0.08
,,,,,,,,109599224,45,44.7,-0.07
,,,,,,,,109664196,45,44.85,-0.08
,,,,,,,,109725952,45,44.85,-0.08
,,,,,,,,109788636,45,44.85,-0.08
,,,,,,,,109851992,45,44.85,-0.08
