30 to 45,,,,,,,,,,,
0,30,33,-0.45,0,30,30.3,0.09,0,30,33,-0.28
0.063988,30,33,-0.45,0.062556,30,30.3,0.09,0.062244,30,33,-0.28
0.126788,30,33,-0.45,0.125428,30,30.3,0.09,0.123916,30,33,-0.28
0.185788,45,33,3,0.197204,45,30.3,3,0.185192,45,33,3
0.250856,45,33.15,0.44,0.249336,45,30.45,1.01,0.248928,45,33.3,0.45
0.311432,45,33.75,0.28,0.311424,45,31.35,0.66,0.310664,45,34.5,0.29
0.376216,45,34.95,0.05,0.375432,45,33.6,0.26,0.373868,45,36.6,-0.03
0.438812,45,36.75,-0.1,0.437488,45,36.9,-0.08,0.43676,45,39.6,-0.27
0.499608,45,39,-0.44,0.498548,45,40.65,-0.32,0.497336,45,42.9,-0.62
0.562372,45,41.7,-0.52,0.561828,45,44.4,-0.5,0.5629,45,46.05,-0.63
0.626072,45,44.7,-0.85,0.624008,45,46.95,-0.37,0.62452,45,48.15,-0.63
0.68882,45,47.25,-0.86,0.685764,45,48,-0.15,0.686916,45,49.2,-0.53
0.74984,45,49.35,-0.87,0.749484,45,47.7,0.06,0.750216,45,48.75,-0.23
0.811296,45,50.7,-0.84,0.812252,45,46.5,0.26,0.812296,45,47.4,0.04
0.875244,45,51,-0.62,0.873416,45,45.3,0.33,0.8763,45,45.45,0.23
0.935704,45,50.55,-0.54,0.936,45,43.95,0.33,0.937444,45,43.5,0.34
1.0001,45,49.65,-0.33,0.999344,45,43.05,0.36,0.998052,45,42,0.33
1.06154,45,48.6,-0.32,1.062772,45,42.75,0.27,1.06008,45,41.25,0.2
1.12434,45,47.25,-0.24,1.125588,45,43.05,0.2,1.123936,45,41.55,-0.05
1.18826,45,45.9,-0.04,1.187948,45,43.5,0.15,1.185932,45,42.6,-0.1
1.31394,45,43.95,0,1.248532,45,43.65,0.19,1.246992,45,44.1,-0.32
1.374012,45,43.65,-0.17,1.310544,45,43.5,0.21,1.311268,45,45.6,-0.42
1.43836,45,43.65,-0.19,1.373504,45,43.5,0.21,1.373364,45,46.8,-0.37
1.499644,45,43.95,-0.26,1.436436,45,43.5,0.21,1.43712,45,47.4,-0.27
1.56372,45,44.4,-0.32,1.499384,45,43.5,0.21,1.499748,45,47.25,-0.09
1.62616,45,44.7,-0.39,1.56052,45,43.5,0.21,1.56044,45,46.65,-0.07
1.690764,45,44.7,-0.25,1.6252,45,43.5,0.21,1.624056,45,45.6,0.09
1.752164,45,44.55,-0.24,1.685992,45,43.5,0.21,1.684824,45,44.7,0.14
1.813156,45,44.55,-0.24,1.749812,45,43.5,0.21,1.746996,45,44.1,0.03
1.875036,45,44.55,-0.24,1.812716,45,43.5,0.21,1.809124,45,43.8,-0.02
1.9369,45,44.55,-0.24,1.874696,45,43.5,0.21,1.872332,45,43.95,-0.17
2.002188,45,44.55,-0.24,1.936764,45,43.5,0.21,1.936444,45,44.25,-0.1
2.062356,45,44.55,-0.24,2.000652,45,43.5,0.21,1.998448,45,44.7,-0.16
2.125792,45,44.55,-0.24,2.06022,45,43.5,0.21,2.062092,45,45,-0.12
2.188684,45,44.55,-0.24,2.122512,45,43.5,0.21,2.123776,45,45,-0.09
2.253056,45,44.55,-0.24,2.185228,45,43.5,0.21,2.186432,45,44.85,-0.07
